utc_date,timestamp,open,high,low,close,adj_close,volume,target
2024-02-20,1708416000,1.49,1.54,1.49,1.5,1.5,10400,-1
2024-02-21,1708502400,1.5,1.5,1.47,1.47,1.47,3600,-1
2024-02-22,1708588800,1.52,1.54,1.41,1.42,1.42,15300,1
2024-02-23,1708675200,1.42,2.15,1.42,1.8,1.8,316300,1
2024-02-26,1708934400,1.8,1.89,1.616,1.82,1.82,40900,1
2024-02-27,1709020800,1.96,2.07,1.9,2.06,2.06,45100,1
2024-02-28,1709107200,2.099,2.18,2.08,2.15,2.15,49800,1
2024-02-29,1709193600,2.19,2.49,2.08,2.32,2.32,71500,-1
2024-03-01,1709280000,2.34,2.39,2.1,2.1,2.1,60100,1
2024-03-04,1709539200,2.23,2.37,1.94,2.35,2.35,93000,1
2024-03-05,1709625600,2.49,3.62,2.46,3.0,3.0,3616800,-1
2024-03-06,1709712000,3.08,3.08,1.39,1.5,1.5,1964300,1
2024-03-07,1709798400,1.6,1.7,1.41,1.55,1.55,394800,-1
2024-03-08,1709884800,1.55,1.55,1.43,1.53,1.53,146400,1
2024-03-11,1710140400,1.55,2.15,1.54,2.03,2.03,1058400,-1
2024-03-12,1710226800,2.0,2.15,1.87,2.01,2.01,262400,-1
2024-03-13,1710313200,2.04,2.11,1.8,1.915,1.915,300100,-1
2024-03-14,1710399600,1.96,1.96,1.6,1.77,1.77,198900,1
2024-03-15,1710486000,1.88,1.94,1.763,1.9,1.9,138400,1
2024-03-18,1710745200,2.03,2.18,2.01,2.13,2.13,359300,-1
2024-03-19,1710831600,2.13,2.14,2.02,2.07,2.07,249900,-1
2024-03-20,1710918000,2.02,2.13,1.85,1.94,1.94,172100,1
2024-03-21,1711004400,2.07,2.09,1.98,2.04,2.04,197100,1
2024-03-22,1711090800,2.06,2.14,2.03,2.13,2.13,181700,0
2024-03-25,1711350000,2.13,2.14,2.07,2.12,2.12,71800,-1
2024-03-26,1711436400,2.16,2.16,2.03,2.09,2.09,74800,0
2024-03-27,1711522800,2.1,2.1,2.01,2.08,2.08,49800,-1
2024-03-28,1711609200,2.05,2.05,1.96,2.02,2.02,74000,1
2024-04-01,1711954800,2.08,2.13,1.971,2.09,2.09,95100,1
2024-04-02,1712041200,2.09,2.14,2.01,2.12,2.12,122800,1
2024-04-03,1712127600,2.15,2.24,2.06,2.24,2.24,155700,1
2024-04-04,1712214000,2.18,2.95,2.179,2.58,2.58,587000,1
2024-04-05,1712300400,2.68,3.0,2.3,2.69,2.69,418100,-1
2024-04-08,1712559600,2.91,2.95,2.5,2.65,2.65,118600,-1
2024-04-09,1712646000,2.7,2.7,2.5,2.61,2.61,93200,-1
2024-04-10,1712732400,2.6,2.6,2.52,2.55,2.55,63000,-1
2024-04-11,1712818800,2.52,2.55,2.3,2.35,2.35,184900,0
2024-04-12,1712905200,2.48,2.48,2.31,2.36,2.36,161300,1
2024-04-15,1713164400,2.33,2.89,2.321,2.76,2.76,443300,1
2024-04-16,1713250800,2.8,2.89,2.5,2.83,2.83,130400,1
2024-04-17,1713337200,2.89,3.1,2.887,2.91,2.91,209500,-1
2024-04-18,1713423600,2.93,2.99,2.76,2.79,2.79,142900,0
2024-04-19,1713510000,2.81,2.88,2.73,2.78,2.78,218800,1
2024-04-22,1713769200,2.77,3.163,2.74,3.0,3.0,245600,-1
2024-04-23,1713855600,2.99,3.1,2.52,2.59,2.59,403700,-1
2024-04-24,1713942000,2.52,2.66,2.38,2.45,2.45,112700,-1
2024-04-25,1714028400,2.45,2.6,2.31,2.41,2.41,119500,-1
2024-04-26,1714114800,2.32,2.43,2.32,2.37,2.37,94800,1
2024-04-29,1714374000,2.36,2.59,2.31,2.53,2.53,69700,-1
2024-04-30,1714460400,2.56,2.655,2.365,2.45,2.45,76500,0
2024-05-01,1714546800,2.49,2.55,2.36,2.45,2.45,80100,-1
2024-05-02,1714633200,2.5,2.5,2.25,2.29,2.29,107800,-1
2024-05-03,1714719600,2.24,2.251,2.03,2.09,2.09,116800,-1
2024-05-06,1714978800,2.04,2.15,1.931,1.97,1.97,150100,1
2024-05-07,1715065200,1.96,2.11,1.93,2.08,2.08,87400,0
2024-05-08,1715151600,2.05,2.103,1.99,2.07,2.07,43600,-1
2024-05-09,1715238000,2.08,2.09,1.95,2.02,2.02,102900,-1
2024-05-10,1715324400,2.06,2.09,1.96,2.0,2.0,81800,-1
2024-05-13,1715583600,2.0,2.04,1.95,1.99,1.99,98400,-1
2024-05-14,1715670000,1.95,2.0,1.81,1.87,1.87,191300,1
2024-05-15,1715756400,1.86,1.94,1.804,1.88,1.88,88300,1
2024-05-16,1715842800,1.87,2.55,1.87,2.45,2.45,411300,-1
2024-05-17,1715929200,2.59,2.6,2.184,2.26,2.26,132200,-1
2024-05-20,1716188400,2.28,2.3,2.19,2.22,2.22,48500,1
2024-05-21,1716274800,2.28,2.48,2.277,2.37,2.37,73300,1
2024-05-22,1716361200,2.38,2.49,2.36,2.48,2.48,68200,-1
2024-05-23,1716447600,2.48,2.578,2.45,2.46,2.46,84200,1
2024-05-24,1716534000,2.46,2.68,2.44,2.67,2.67,105100,-1
2024-05-28,1716879600,2.64,2.66,2.49,2.54,2.54,75100,-1
2024-05-29,1716966000,2.46,2.58,2.27,2.45,2.45,82800,-1
2024-05-30,1717052400,2.4,2.55,2.4,2.42,2.42,42600,-1
2024-05-31,1717138800,2.41,2.46,2.317,2.4,2.4,26900,-1
2024-06-03,1717398000,2.4,2.55,2.33,2.37,2.37,37800,-1
2024-06-04,1717484400,2.5,2.5,2.25,2.35,2.35,34300,0
2024-06-05,1717570800,2.29,2.39,2.21,2.35,2.35,64900,-1
2024-06-06,1717657200,2.42,2.42,2.229,2.27,2.27,57300,1
2024-06-07,1717743600,2.21,2.31,2.21,2.3,2.3,46600,-1
2024-06-10,1718002800,2.29,2.37,2.23,2.26,2.26,46800,-1
2024-06-11,1718089200,2.268,2.28,2.18,2.21,2.21,30900,-1
2024-06-12,1718175600,2.19,2.4,2.1,2.18,2.18,145400,-1
2024-06-13,1718262000,2.13,2.17,2.02,2.107,2.107,91300,-1
2024-06-14,1718348400,1.93,2.11,1.93,2.0,2.0,72000,-1
2024-06-17,1718607600,1.91,2.04,1.91,1.96,1.96,90400,-1
2024-06-18,1718694000,1.96,2.02,1.9,1.9,1.9,111200,-1
2024-06-20,1718866800,1.87,1.91,1.86,1.86,1.86,32500,-1
2024-06-21,1718953200,1.9,2.0,1.76,1.76,1.76,78000,1
2024-06-24,1719212400,1.83,1.95,1.83,1.9,1.9,58000,1
2024-06-25,1719298800,1.96,1.99,1.911,1.92,1.92,22200,-1
2024-06-26,1719385200,1.93,1.94,1.9,1.9,1.9,14300,1
2024-06-27,1719471600,1.96,2.24,1.925,2.13,2.13,119600,1
2024-06-28,1719558000,2.13,2.24,2.07,2.16,2.16,55400,1
2024-07-01,1719817200,2.35,2.36,2.14,2.22,2.22,46800,-1
2024-07-02,1719903600,2.28,2.31,2.17,2.17,2.17,54600,0
2024-07-03,1719990000,2.2,2.22,2.169,2.17,2.17,21500,1
2024-07-05,1720162800,2.2,2.345,2.191,2.27,2.27,41800,1
2024-07-08,1720422000,2.35,2.5,2.28,2.37,2.37,194200,1
2024-07-09,1720508400,2.51,2.66,2.47,2.54,2.54,347100,-1
2024-07-10,1720594800,2.59,2.66,2.41,2.5,2.5,174800,-1
2024-07-11,1720681200,2.5,2.5,2.36,2.44,2.44,69700,1
2024-07-12,1720767600,2.49,2.7,2.45,2.56,2.56,219900,-1
2024-07-15,1721026800,2.56,2.62,2.48,2.53,2.53,46100,-1
2024-07-16,1721113200,2.58,2.59,2.4,2.43,2.43,119900,-1
2024-07-17,1721199600,2.39,2.475,2.28,2.35,2.35,95100,1
2024-07-18,1721286000,2.34,2.67,2.34,2.5,2.5,75000,-1
2024-07-19,1721372400,2.47,2.527,2.397,2.45,2.45,16600,1
2024-07-22,1721631600,2.6,2.659,2.4,2.53,2.53,73000,1
2024-07-23,1721718000,2.64,2.75,2.53,2.67,2.67,127000,1
2024-07-24,1721804400,2.75,2.989,2.7,2.82,2.82,238800,-1
2024-07-25,1721890800,2.8,2.8,2.56,2.68,2.68,145900,1
2024-07-26,1721977200,2.81,2.81,2.66,2.71,2.71,115700,-1
2024-07-29,1722236400,2.69,2.75,2.59,2.63,2.63,118200,-1
2024-07-30,1722322800,2.62,2.69,2.36,2.39,2.39,111000,1
2024-07-31,1722409200,2.34,2.57,2.34,2.49,2.49,46900,-1
2024-08-01,1722495600,2.41,2.48,2.36,2.38,2.38,44100,-1
2024-08-02,1722582000,1.57,1.78,1.25,1.73,1.73,1383900,-1
2024-08-05,1722841200,1.8,1.99,1.65,1.65,1.65,349700,1
2024-08-06,1722927600,1.71,2.41,1.71,1.8,1.8,232100,-1
2024-08-07,1723014000,1.78,1.802,1.601,1.72,1.72,137800,1
2024-08-08,1723100400,1.8,1.98,1.61,1.76,1.76,139800,1
2024-08-09,1723186800,1.75,1.78,1.68,1.78,1.78,31900,1
2024-08-12,1723446000,1.8,1.8,1.6,1.8,1.8,104200,-1
2024-08-13,1723532400,1.67,1.78,1.65,1.72,1.72,51600,1
2024-08-14,1723618800,1.76,1.79,1.66,1.78,1.78,71900,-1
2024-08-15,1723705200,1.8,1.8,1.7,1.73,1.73,82700,1
2024-08-16,1723791600,1.73,1.85,1.725,1.81,1.81,45700,-1
2024-08-19,1724050800,1.83,1.843,1.69,1.77,1.77,58500,-1
2024-08-20,1724137200,1.72,1.77,1.65,1.71,1.71,35700,1
2024-08-21,1724223600,1.725,1.77,1.72,1.74,1.74,18100,0
2024-08-22,1724310000,1.75,1.79,1.72,1.74,1.74,17200,-1
2024-08-23,1724396400,1.72,1.75,1.67,1.723,1.723,29500,-1
2024-08-26,1724655600,1.7,1.74,1.61,1.69,1.69,44200,-1
2024-08-27,1724742000,1.65,1.679,1.62,1.62,1.62,25700,-1
2024-08-28,1724828400,1.606,1.65,1.529,1.58,1.58,58300,-1
2024-08-29,1724914800,1.56,1.591,1.53,1.55,1.55,34700,-1
2024-08-30,1725001200,1.52,1.53,1.42,1.5,1.5,108600,-1
2024-09-03,1725346800,1.4,1.49,1.33,1.39,1.39,74700,1
2024-09-04,1725433200,1.37,1.42,1.31,1.4,1.4,108100,-1
2024-09-05,1725519600,1.4,1.4,1.36,1.385,1.385,13200,-1
2024-09-06,1725606000,1.37,1.37,1.305,1.32,1.32,47900,1
2024-09-09,1725865200,1.31,1.39,1.3,1.39,1.39,34500,0
2024-09-10,1725951600,1.42,1.448,1.38,1.39,1.39,13800,1
2024-09-11,1726038000,1.41,1.87,1.38,1.78,1.78,316600,-1
2024-09-12,1726124400,1.73,1.745,1.62,1.65,1.65,47000,1
2024-09-13,1726210800,1.75,1.75,1.66,1.74,1.74,24000,-1
2024-09-16,1726470000,1.77,1.79,1.72,1.73,1.73,14000,1
2024-09-17,1726556400,1.83,1.99,1.739,1.85,1.85,109100,-1
2024-09-18,1726642800,1.94,1.97,1.82,1.82,1.82,97500,1
2024-09-19,1726729200,1.97,2.06,1.9,2.01,2.01,153100,1
2024-09-20,1726815600,2.05,2.1,1.853,2.06,2.06,155200,-1
2024-09-23,1727074800,2.05,2.07,1.96,1.96,1.96,65500,1
2024-09-24,1727161200,2.08,2.11,1.96,2.04,2.04,106800,1
2024-09-25,1727247600,2.1,2.259,2.04,2.1,2.1,136400,-1
2024-09-26,1727334000,2.18,2.196,1.88,1.97,1.97,201700,1
2024-09-27,1727420400,2.1,2.1,2.017,2.06,2.06,39400,1
2024-09-30,1727679600,2.04,2.1,2.02,2.08,2.08,55900,-1
2024-10-01,1727766000,2.1,2.1,1.97,2.06,2.06,52300,-1
2024-10-02,1727852400,1.95,2.02,1.85,1.89,1.89,79100,-1
2024-10-03,1727938800,1.978,1.978,1.855,1.87,1.87,27200,-1
2024-10-04,1728025200,1.855,1.88,1.76,1.82,1.82,59200,-1
2024-10-07,1728284400,1.8,1.82,1.701,1.74,1.74,43300,1
2024-10-08,1728370800,1.72,1.78,1.65,1.75,1.75,61300,1
2024-10-09,1728457200,1.84,2.0,1.68,1.99,1.99,113900,-1
2024-10-10,1728543600,1.9,1.97,1.89,1.93,1.93,28700,-1
2024-10-11,1728630000,1.86,1.94,1.85,1.91,1.91,26000,-1
2024-10-14,1728889200,2.04,2.04,1.84,1.87,1.87,43200,1
2024-10-15,1728975600,1.91,1.99,1.88,1.98,1.98,43000,1
2024-10-16,1729062000,1.99,2.18,1.942,2.18,2.18,188100,-1
2024-10-17,1729148400,2.18,2.18,2.108,2.13,2.13,39700,-1
2024-10-18,1729234800,2.15,2.237,1.33,1.41,1.41,1442500,0
