timestamp,open,high,low,close,adj_close,volume,year,month,day
1600412400,105.0,109.9,97.0,99.9,99.9,55350,2020,9,18
1600671600,100.0,100.0,93.1,97.5,97.5,16390,2020,9,21
1600758000,96.0,98.6,95.5,95.5,95.5,3210,2020,9,22
1600844400,97.1,98.5,93.0,93.0,93.0,3540,2020,9,23
1600930800,92.6,94.5,90.0,94.0,94.0,4980,2020,9,24
1601017200,91.2,92.9,87.6,91.6,91.6,3750,2020,9,25
1601276400,92.0,94.7,89.0,93.39,93.39,1940,2020,9,28
1601362800,93.62,94.8,92.5,94.6,94.6,1270,2020,9,29
1601449200,96.7,98.59,92.5,95.1,95.1,1560,2020,9,30
1601535600,96.5,96.5,95.0,95.4,95.4,430,2020,10,1
1601622000,93.1,95.0,92.65,93.7,93.7,990,2020,10,2
1601881200,94.8,94.8,92.5,93.1,93.1,770,2020,10,5
1601967600,93.9,95.62,93.35,95.1,95.1,720,2020,10,6
1602054000,94.55,96.55,93.2,93.2,93.2,660,2020,10,7
1602140400,95.46,96.5,93.2,93.2,93.2,280,2020,10,8
1602226800,96.5,98.9,93.7,96.0,96.0,2420,2020,10,9
1602486000,95.0,98.23,93.4,93.8,93.8,560,2020,10,12
1602572400,93.1,102.5,93.1,99.0,99.0,6500,2020,10,13
1602658800,102.9,120.0,99.7,105.5,105.5,14100,2020,10,14
1602745200,104.96,109.0,97.5,102.9,102.9,11080,2020,10,15
1602831600,101.0,105.0,97.2,97.5,97.5,5790,2020,10,16
1603090800,97.5,105.0,93.4,95.7,95.7,6880,2020,10,19
1603177200,94.9,97.53,94.8,95.3,95.3,1490,2020,10,20
1603263600,96.6,96.6,90.0,91.1,91.1,3820,2020,10,21
1603350000,91.1,94.0,90.0,91.75,91.75,1930,2020,10,22
1603436400,91.0,92.5,90.0,90.1,90.1,910,2020,10,23
1603695600,90.0,91.0,78.38,79.8,79.8,10740,2020,10,26
1603782000,80.5,85.3,80.0,80.3,80.3,3630,2020,10,27
1603868400,78.0,83.84,77.0,79.33,79.33,4180,2020,10,28
1603954800,80.1,83.8,79.5,83.0,83.0,1950,2020,10,29
1604041200,83.15,84.0,79.1,79.7,79.7,4170,2020,10,30
1604304000,81.8,81.8,79.25,79.25,79.25,810,2020,11,2
1604390400,79.3,85.0,79.0,81.25,81.25,3100,2020,11,3
1604476800,82.3,83.6,80.2,82.05,82.05,890,2020,11,4
1604563200,84.0,84.0,80.2,81.4,81.4,980,2020,11,5
1604649600,85.0,85.0,81.5,82.4,82.4,360,2020,11,6
1604908800,85.0,85.0,80.0,82.9,82.9,1570,2020,11,9
1604995200,80.0,81.5,80.0,80.75,80.75,600,2020,11,10
