Date	Open	High	Low	Close	Adj Close	Volume
Oct 18, 2018	2802.0	2806.0400390625	2755.179931640625	2768.780029296875	2768.780029296875	3639300000
Oct 19, 2018	2775.659912109375	2797.77001953125	2760.27001953125	2767.780029296875	2767.780029296875	3593940000
Oct 22, 2018	2773.93994140625	2778.93994140625	2749.219970703125	2755.8798828125	2755.8798828125	3331270000
Oct 23, 2018	2721.030029296875	2753.590087890625	2691.429931640625	2740.68994140625	2740.68994140625	4373710000
Oct 24, 2018	2737.8701171875	2742.590087890625	2651.889892578125	2656.10009765625	2656.10009765625	4738670000
Oct 25, 2018	2674.8798828125	2722.699951171875	2667.840087890625	2705.570068359375	2705.570068359375	4663930000
Oct 26, 2018	2667.860107421875	2692.3798828125	2628.159912109375	2658.68994140625	2658.68994140625	4804330000
Oct 29, 2018	2682.64990234375	2706.85009765625	2603.5400390625	2641.25	2641.25	4701260000
Oct 30, 2018	2640.679931640625	2685.429931640625	2635.340087890625	2682.6298828125	2682.6298828125	5125600000
Oct 31, 2018	2705.60009765625	2736.68994140625	2705.60009765625	2711.739990234375	2711.739990234375	5133380000
Nov 01, 2018	2717.580078125	2741.669921875	2708.85009765625	2740.3701171875	2740.3701171875	4730250000
Nov 02, 2018	2745.449951171875	2756.550048828125	2700.43994140625	2723.06005859375	2723.06005859375	4261230000
Nov 05, 2018	2726.3701171875	2744.27001953125	2717.93994140625	2738.31005859375	2738.31005859375	3650910000
Nov 06, 2018	2738.39990234375	2756.820068359375	2737.080078125	2755.449951171875	2755.449951171875	3543800000
Nov 07, 2018	2774.1298828125	2815.14990234375	2774.1298828125	2813.889892578125	2813.889892578125	3929080000
Nov 08, 2018	2806.3798828125	2814.75	2794.989990234375	2806.830078125	2806.830078125	3673550000
Nov 09, 2018	2794.10009765625	2794.10009765625	2764.239990234375	2781.010009765625	2781.010009765625	4029030000
Nov 12, 2018	2773.929931640625	2775.989990234375	2722.0	2726.219970703125	2726.219970703125	3701570000
Nov 13, 2018	2730.050048828125	2754.60009765625	2714.97998046875	2722.179931640625	2722.179931640625	4112820000
Nov 14, 2018	2737.89990234375	2746.800048828125	2685.75	2701.580078125	2701.580078125	4449060000
Nov 15, 2018	2693.52001953125	2735.3798828125	2670.75	2730.199951171875	2730.199951171875	4204960000
Nov 16, 2018	2718.5400390625	2746.75	2712.159912109375	2736.27001953125	2736.27001953125	3996970000
Nov 19, 2018	2730.739990234375	2733.159912109375	2681.090087890625	2690.72998046875	2690.72998046875	3806940000
Nov 20, 2018	2654.60009765625	2669.43994140625	2631.52001953125	2641.889892578125	2641.889892578125	4370820000
Nov 21, 2018	2657.739990234375	2670.72998046875	2649.820068359375	2649.929931640625	2649.929931640625	3237400000
Nov 23, 2018	2633.360107421875	2647.550048828125	2631.090087890625	2632.56005859375	2632.56005859375	1651680000
Nov 26, 2018	2649.969970703125	2674.35009765625	2649.969970703125	2673.449951171875	2673.449951171875	3523520000
Nov 27, 2018	2663.75	2682.530029296875	2655.889892578125	2682.169921875	2682.169921875	3494380000
Nov 28, 2018	2691.449951171875	2744.0	2684.3798828125	2743.7900390625	2743.7900390625	3984540000
Nov 29, 2018	2736.969970703125	2753.75	2722.93994140625	2737.800048828125	2737.800048828125	3599200000
Nov 30, 2018	2737.760009765625	2760.8798828125	2732.760009765625	2760.169921875	2760.169921875	4668310000
Dec 03, 2018	2790.5	2800.179931640625	2773.3798828125	2790.3701171875	2790.3701171875	4221580000
Dec 04, 2018	2782.429931640625	2785.929931640625	2697.179931640625	2700.06005859375	2700.06005859375	4515710000
Dec 06, 2018	2663.510009765625	2696.14990234375	2621.530029296875	2695.949951171875	2695.949951171875	5180430000
Dec 07, 2018	2691.260009765625	2708.5400390625	2623.139892578125	2633.080078125	2633.080078125	4242240000
Dec 10, 2018	2630.860107421875	2647.510009765625	2583.22998046875	2637.719970703125	2637.719970703125	4162880000
Dec 11, 2018	2664.43994140625	2674.35009765625	2621.300048828125	2636.780029296875	2636.780029296875	3963440000
Dec 12, 2018	2658.22998046875	2685.43994140625	2650.260009765625	2651.070068359375	2651.070068359375	4029300000
Dec 13, 2018	2658.699951171875	2670.18994140625	2637.27001953125	2650.5400390625	2650.5400390625	3978340000
Dec 14, 2018	2629.679931640625	2635.070068359375	2593.840087890625	2599.949951171875	2599.949951171875	4064370000
Dec 17, 2018	2590.75	2601.1298828125	2530.5400390625	2545.93994140625	2545.93994140625	4661420000
Dec 18, 2018	2559.89990234375	2573.989990234375	2528.7099609375	2546.159912109375	2546.159912109375	4519190000
Dec 19, 2018	2547.050048828125	2585.2900390625	2488.9599609375	2506.9599609375	2506.9599609375	5152830000
Dec 20, 2018	2496.77001953125	2509.6298828125	2441.179931640625	2467.419921875	2467.419921875	5619780000
Dec 21, 2018	2465.3798828125	2504.409912109375	2408.550048828125	2416.6201171875	2416.6201171875	7657890000
Dec 24, 2018	2400.56005859375	2410.340087890625	2351.10009765625	2351.10009765625	2351.10009765625	2613670000
Dec 26, 2018	2363.1201171875	2467.760009765625	2346.580078125	2467.699951171875	2467.699951171875	4249740000
Dec 27, 2018	2442.5	2489.10009765625	2397.93994140625	2488.830078125	2488.830078125	4139010000
Dec 28, 2018	2498.77001953125	2520.27001953125	2472.889892578125	2485.739990234375	2485.739990234375	3728440000
Dec 31, 2018	2498.93994140625	2509.239990234375	2482.820068359375	2506.85009765625	2506.85009765625	3461920000
Jan 02, 2019	2476.9599609375	2519.489990234375	2467.469970703125	2510.030029296875	2510.030029296875	3733160000
Jan 03, 2019	2491.919921875	2493.139892578125	2443.9599609375	2447.889892578125	2447.889892578125	3858830000
Jan 04, 2019	2474.330078125	2538.070068359375	2474.330078125	2531.93994140625	2531.93994140625	4234140000
Jan 07, 2019	2535.610107421875	2566.159912109375	2524.56005859375	2549.68994140625	2549.68994140625	4133120000
Jan 08, 2019	2568.110107421875	2579.820068359375	2547.56005859375	2574.409912109375	2574.409912109375	4120060000
Jan 09, 2019	2580.0	2595.320068359375	2568.889892578125	2584.9599609375	2584.9599609375	4088740000
Jan 10, 2019	2573.510009765625	2597.820068359375	2562.02001953125	2596.639892578125	2596.639892578125	3721300000
Jan 11, 2019	2588.110107421875	2596.27001953125	2577.39990234375	2596.260009765625	2596.260009765625	3447460000
Jan 14, 2019	2580.31005859375	2589.320068359375	2570.409912109375	2582.610107421875	2582.610107421875	3689370000
Jan 15, 2019	2585.10009765625	2613.080078125	2585.10009765625	2610.300048828125	2610.300048828125	3601180000
Jan 16, 2019	2614.75	2625.760009765625	2612.679931640625	2616.10009765625	2616.10009765625	3882180000
Jan 17, 2019	2609.280029296875	2645.06005859375	2606.360107421875	2635.9599609375	2635.9599609375	3802410000
Jan 18, 2019	2651.27001953125	2675.469970703125	2647.580078125	2670.7099609375	2670.7099609375	4009010000
Jan 22, 2019	2657.8798828125	2657.8798828125	2617.27001953125	2632.89990234375	2632.89990234375	3923950000
Jan 23, 2019	2643.47998046875	2653.18994140625	2612.860107421875	2638.699951171875	2638.699951171875	3358770000
Jan 24, 2019	2638.840087890625	2647.199951171875	2627.010009765625	2642.330078125	2642.330078125	3449230000
Jan 25, 2019	2657.43994140625	2672.3798828125	2657.330078125	2664.760009765625	2664.760009765625	3821000000
Jan 28, 2019	2644.969970703125	2644.969970703125	2624.06005859375	2643.85009765625	2643.85009765625	3630820000
Jan 29, 2019	2644.889892578125	2650.929931640625	2631.050048828125	2640.0	2640.0	3518070000
Jan 30, 2019	2653.6201171875	2690.43994140625	2648.340087890625	2681.050048828125	2681.050048828125	3883270000
Jan 31, 2019	2685.489990234375	2708.949951171875	2678.64990234375	2704.10009765625	2704.10009765625	4953800000
Feb 01, 2019	2702.320068359375	2716.659912109375	2696.8798828125	2706.530029296875	2706.530029296875	3782490000
Feb 04, 2019	2706.489990234375	2724.989990234375	2698.75	2724.8701171875	2724.8701171875	3369450000
Feb 05, 2019	2728.340087890625	2738.97998046875	2724.030029296875	2737.699951171875	2737.699951171875	3597620000
Feb 06, 2019	2735.050048828125	2738.080078125	2724.14990234375	2731.610107421875	2731.610107421875	3486590000
Feb 07, 2019	2717.530029296875	2719.320068359375	2687.260009765625	2706.050048828125	2706.050048828125	4114040000
