Date 	Open 	High 	Low 	Close Adj Close Volume
Oct 21, 2024 	1.0100 	1.0600 	0.9100 	0.9214 	0.9214 	8,434,206
Oct 18, 2024 	1.3100 	1.7400 	0.8600 	0.9100 	0.9100 	177,550,600
Oct 17, 2024 	0.4400 	0.4700 	0.3900 	0.4400 	0.4400 	10,849,100
Oct 16, 2024 	0.3900 	0.4400 	0.3600 	0.4300 	0.4300 	1,579,600
Oct 15, 2024 	0.3500 	0.4000 	0.3300 	0.3700 	0.3700 	148,400
Oct 14, 2024 	0.3500 	0.3600 	0.3400 	0.3500 	0.3500 	70,700
Oct 11, 2024 	0.3400 	0.3800 	0.3400 	0.3500 	0.3500 	128,400
Oct 10, 2024 	0.3300 	0.3700 	0.3200 	0.3500 	0.3500 	284,800
Oct 9, 2024 	0.3200 	0.3500 	0.3100 	0.3300 	0.3300 	89,800
Oct 8, 2024 	0.3400 	0.3400 	0.3100 	0.3300 	0.3300 	119,000
Oct 7, 2024 	0.3600 	0.3600 	0.3300 	0.3400 	0.3400 	98,300
Oct 4, 2024 	0.3700 	0.3700 	0.3600 	0.3600 	0.3600 	58,500
Oct 3, 2024 	0.3600 	0.3900 	0.3600 	0.3600 	0.3600 	75,200
Oct 2, 2024 	0.3900 	0.3900 	0.3600 	0.3700 	0.3700 	88,700
Oct 1, 2024 	0.4000 	0.4100 	0.3500 	0.3900 	0.3900 	220,800
Sep 30, 2024 	0.4400 	0.4400 	0.3900 	0.4000 	0.4000 	236,100
Sep 27, 2024 	0.4300 	0.4500 	0.4200 	0.4300 	0.4300 	189,500
Sep 26, 2024 	0.4700 	0.4700 	0.4200 	0.4300 	0.4300 	248,100
Sep 25, 2024 	0.4900 	0.5100 	0.4100 	0.4700 	0.4700 	709,400
Sep 24, 2024 	0.4500 	0.5400 	0.4500 	0.5300 	0.5300 	1,325,800
Sep 23, 2024 	0.4600 	0.4600 	0.4300 	0.4600 	0.4600 	68,200
Sep 20, 2024 	0.4900 	0.5000 	0.4500 	0.4500 	0.4500 	103,200
Sep 19, 2024 	0.4400 	0.4800 	0.4400 	0.4700 	0.4700 	103,300
Sep 18, 2024 	0.4700 	0.5200 	0.4200 	0.4500 	0.4500 	529,100
Sep 17, 2024 	0.4500 	0.4600 	0.4300 	0.4400 	0.4400 	57,000
Sep 16, 2024 	0.4300 	0.4700 	0.4200 	0.4500 	0.4500 	235,600
Sep 13, 2024 	0.4100 	0.4500 	0.4000 	0.4300 	0.4300 	156,300
Sep 12, 2024 	0.3800 	0.4200 	0.3800 	0.4200 	0.4200 	138,700
Sep 11, 2024 	0.4000 	0.4500 	0.3800 	0.4000 	0.4000 	344,300
Sep 10, 2024 	0.4300 	0.4500 	0.3800 	0.4000 	0.4000 	261,900
Sep 9, 2024 	0.4100 	0.4200 	0.3800 	0.4100 	0.4100 	573,100
Sep 6, 2024 	0.4400 	0.4500 	0.3900 	0.4000 	0.4000 	238,900
Sep 5, 2024 	0.4800 	0.4800 	0.4300 	0.4500 	0.4500 	295,500
Sep 4, 2024 	0.5700 	0.5700 	0.4400 	0.4800 	0.4800 	600,600
Sep 3, 2024 	0.6500 	0.6500 	0.4800 	0.5300 	0.5300 	771,100
Aug 30, 2024 	1.0900 	1.3100 	0.5700 	0.5900 	0.5900 	2,759,100
Aug 29, 2024 	1.7900 	2.2500 	1.2500 	1.3600 	1.3600 	369,800
Aug 28, 2024 	1.7600 	1.9000 	1.7600 	1.7700 	1.7700 	11,900
Aug 27, 2024 	1.9000 	2.1000 	1.8300 	1.8600 	1.8600 	11,500
Aug 26, 2024 	1.9800 	1.9800 	1.8500 	1.8700 	1.8700 	11,400
Aug 23, 2024 	1.9300 	2.0600 	1.8100 	1.8800 	1.8800 	18,300
Aug 22, 2024 	2.3000 	2.3000 	1.8500 	1.9300 	1.9300 	67,100
Aug 21, 2024 	1.6500 	2.4900 	1.6200 	1.9700 	1.9700 	432,600
Aug 20, 2024 	2.1600 	2.2000 	1.6000 	1.6900 	1.6900 	233,900
Aug 19, 2024 	1.5500 	2.3200 	1.4400 	2.2100 	2.2100 	640,400
Aug 16, 2024 	1.5800 	1.6200 	1.5200 	1.5900 	1.5900 	7,200
Aug 15, 2024 	1.5900 	1.6500 	1.5000 	1.6100 	1.6100 	6,600
Aug 14, 2024 	1.5700 	1.5900 	1.5000 	1.5900 	1.5900 	5,400
Aug 13, 2024 	1.4200 	1.5600 	1.3700 	1.5600 	1.5600 	10,300
Aug 12, 2024 	1.5800 	1.6000 	1.3900 	1.4400 	1.4400 	17,200
Aug 9, 2024 	1.5800 	1.6000 	1.2500 	1.3800 	1.3800 	45,300
Aug 8, 2024 	1.4900 	1.5900 	1.4900 	1.5600 	1.5600 	10,500
Aug 7, 2024 	1.7000 	1.7000 	1.4600 	1.5400 	1.5400 	26,400
Aug 6, 2024 	1.5300 	1.6400 	1.5000 	1.6200 	1.6200 	35,400
Aug 5, 2024 	1.5700 	1.7100 	1.4300 	1.5700 	1.5700 	74,100
Aug 2, 2024 	1.6400 	1.6600 	1.6000 	1.6400 	1.6400 	14,300
Aug 1, 2024 	1.7800 	1.7800 	1.6200 	1.6200 	1.6200 	24,900
Jul 31, 2024 	1.7000 	1.7300 	1.6900 	1.6900 	1.6900 	10,500
Jul 30, 2024 	1.7200 	1.7300 	1.6500 	1.7100 	1.7100 	27,400
Jul 29, 2024 	1.7100 	1.7600 	1.6800 	1.7100 	1.7100 	29,900
Jul 26, 2024 	1.7200 	1.7900 	1.6200 	1.7400 	1.7400 	43,400
Jul 25, 2024 	1.8800 	2.0300 	1.5800 	1.6600 	1.6600 	98,500
Jul 24, 2024 	2.5000 	2.5300 	1.7500 	1.8200 	1.8200 	154,900
Jul 23, 2024 	2.5900 	3.0500 	2.1600 	2.2500 	2.2500 	339,700
Jul 22, 2024 	2.6300 	2.7400 	2.5000 	2.6700 	2.6700 	22,800
Jul 19, 2024 	2.7300 	2.7800 	2.5500 	2.7000 	2.7000 	9,600
Jul 18, 2024 	3.0400 	3.0500 	2.6400 	2.8000 	2.8000 	48,000
Jul 17, 2024 	3.1100 	3.1400 	2.9400 	3.0500 	3.0500 	45,200
Jul 16, 2024 	3.1600 	3.3500 	2.8000 	3.1500 	3.1500 	157,200
Jul 15, 2024 	1:10 Stock Splits
Jul 15, 2024 	3.3300 	3.6900 	2.7900 	3.1200 	3.1200 	260,700
Jul 12, 2024 	4.0000 	4.1000 	3.8000 	3.8000 	3.8000 	12,510
Jul 11, 2024 	4.0000 	4.8000 	3.6000 	3.7000 	3.7000 	25,090
Jul 10, 2024 	3.9000 	4.1000 	3.8000 	4.0000 	4.0000 	19,010
Jul 9, 2024 	3.6000 	3.9000 	3.5000 	3.7000 	3.7000 	13,470
Jul 8, 2024 	3.4000 	3.7000 	3.3000 	3.5000 	3.5000 	9,620
Jul 5, 2024 	3.9000 	3.9000 	3.2000 	3.5000 	3.5000 	26,310
Jul 3, 2024 	3.5000 	4.1000 	3.3000 	3.8000 	3.8000 	36,470
Jul 2, 2024 	3.8000 	4.0000 	3.2000 	3.5000 	3.5000 	33,590
Jul 1, 2024 	6.0000 	8.4000 	3.8000 	3.8000 	3.8000 	178,030
Jun 28, 2024 	5.9000 	6.0000 	5.7000 	5.9000 	5.9000 	5,390
Jun 27, 2024 	6.1000 	6.1000 	5.8000 	5.9000 	5.9000 	3,450
Jun 26, 2024 	6.6000 	6.6000 	6.0000 	6.3000 	6.3000 	20,020
Jun 25, 2024 	6.1000 	7.2000 	6.0000 	6.4000 	6.4000 	30,580
Jun 24, 2024 	6.0000 	6.1000 	5.7000 	6.1000 	6.1000 	7,440
Jun 21, 2024 	5.5000 	6.4000 	5.5000 	6.0000 	6.0000 	51,170
Jun 20, 2024 	5.4000 	5.5000 	5.2000 	5.3000 	5.3000 	4,800
Jun 18, 2024 	5.2000 	5.6000 	5.2000 	5.2000 	5.2000 	5,030
Jun 17, 2024 	5.5000 	5.7000 	5.2000 	5.2000 	5.2000 	20,090
Jun 14, 2024 	5.1000 	5.6000 	5.1000 	5.4000 	5.4000 	12,270
Jun 13, 2024 	5.2000 	5.7000 	5.0000 	5.3000 	5.3000 	24,620
Jun 12, 2024 	5.5000 	6.2000 	5.5000 	6.0000 	6.0000 	141,580
Jun 11, 2024 	5.0000 	5.9000 	5.0000 	5.5000 	5.5000 	11,170
Jun 10, 2024 	5.2000 	5.2000 	5.0000 	5.1000 	5.1000 	1,900
Jun 7, 2024 	5.4000 	5.4000 	4.8000 	5.2000 	5.2000 	3,180
Jun 6, 2024 	4.9000 	5.5000 	4.9000 	5.4000 	5.4000 	6,520
Jun 5, 2024 	5.3000 	5.3000 	4.9000 	4.9000 	4.9000 	1,020
Jun 4, 2024 	5.0000 	5.1000 	4.8000 	5.0000 	5.0000 	3,070
Jun 3, 2024 	5.2000 	5.2000 	5.0000 	5.2000 	5.2000 	580
May 31, 2024 	5.2000 	5.3000 	4.8000 	5.0000 	5.0000 	1,870
May 30, 2024 	5.0000 	5.3000 	5.0000 	5.0000 	5.0000 	2,440
May 29, 2024 	5.3000 	5.3000 	4.8000 	5.1000 	5.1000 	2,720
May 28, 2024 	5.3000 	5.3000 	5.0000 	5.3000 	5.3000 	5,240
May 24, 2024 	5.0000 	5.5000 	5.0000 	5.3000 	5.3000 	3,560
May 23, 2024 	5.3000 	5.5000 	5.0000 	5.3000 	5.3000 	2,070
May 22, 2024 	5.7000 	5.8000 	4.9000 	5.5000 	5.5000 	3,780
May 21, 2024 	5.7000 	5.9000 	4.8000 	5.8000 	5.8000 	5,060
May 20, 2024 	5.9000 	6.1000 	5.3000 	5.7000 	5.7000 	2,700
May 17, 2024 	6.1000 	6.1000 	5.8000 	5.8000 	5.8000 	5,250
May 16, 2024 	5.7000 	6.2000 	5.7000 	6.1000 	6.1000 	2,280
May 15, 2024 	5.8000 	6.2000 	5.3000 	5.9000 	5.9000 	7,110
May 14, 2024 	5.8000 	6.5000 	5.5000 	6.0000 	6.0000 	8,790
May 13, 2024 	6.5000 	6.5000 	6.0000 	6.1000 	6.1000 	3,240
May 10, 2024 	6.0000 	6.5000 	5.7000 	6.0000 	6.0000 	10,690
May 9, 2024 	5.8000 	6.0000 	5.6000 	5.7000 	5.7000 	1,670
May 8, 2024 	5.4000 	5.8000 	5.4000 	5.8000 	5.8000 	5,990
May 7, 2024 	5.5000 	5.9000 	5.5000 	5.6000 	5.6000 	6,870
May 6, 2024 	5.6000 	6.1000 	5.4000 	5.5000 	5.5000 	3,760
May 3, 2024 	5.6000 	5.8000 	5.3000 	5.6000 	5.6000 	3,830
May 2, 2024 	5.7000 	5.7000 	5.3000 	5.3000 	5.3000 	1,480
May 1, 2024 	5.0000 	5.6000 	5.0000 	5.3000 	5.3000 	800
Apr 30, 2024 	5.5000 	5.8000 	5.2000 	5.5000 	5.5000 	3,150
Apr 29, 2024 	5.5000 	5.9000 	5.1000 	5.6000 	5.6000 	2,080
Apr 26, 2024 	5.5000 	6.0000 	5.3000 	5.5000 	5.5000 	3,490
Apr 25, 2024 	5.8000 	5.8000 	5.2000 	5.5000 	5.5000 	5,350
Apr 24, 2024 	4.9000 	6.2000 	4.7000 	5.7000 	5.7000 	31,720
Apr 23, 2024 	4.7000 	4.7000 	4.4000 	4.6000 	4.6000 	2,400
Apr 22, 2024 	4.7000 	4.8000 	4.4000 	4.5000 	4.5000 	970
Apr 19, 2024 	4.8000 	4.8000 	4.2000 	4.4000 	4.4000 	5,680
Apr 18, 2024 	4.5000 	5.0000 	4.5000 	4.8000 	4.8000 	1,440
Apr 17, 2024 	4.6000 	4.6000 	4.4000 	4.4000 	4.4000 	1,970
Apr 16, 2024 	4.6000 	4.8000 	4.6000 	4.6000 	4.6000 	1,340
Apr 15, 2024 	4.3000 	4.8000 	4.3000 	4.6000 	4.6000 	2,360
Apr 12, 2024 	4.7000 	4.9000 	4.3000 	4.9000 	4.9000 	3,210
Apr 11, 2024 	4.9000 	5.2000 	4.4000 	4.5000 	4.5000 	3,970
Apr 10, 2024 	5.3000 	5.3000 	4.9000 	4.9000 	4.9000 	810
Apr 9, 2024 	5.1000 	5.2000 	4.6000 	5.2000 	5.2000 	1,870
Apr 8, 2024 	5.2000 	5.2000 	5.0000 	5.1000 	5.1000 	1,770
Apr 5, 2024 	5.0000 	5.2000 	5.0000 	5.1000 	5.1000 	870
Apr 4, 2024 	4.0000 	5.2000 	4.0000 	5.0000 	5.0000 	5,880
Apr 3, 2024 	4.9000 	5.3000 	4.9000 	5.3000 	5.3000 	2,400
Apr 2, 2024 	4.8000 	5.0000 	4.3000 	5.0000 	5.0000 	3,690
Apr 1, 2024 	5.2000 	5.3000 	4.8000 	5.0000 	5.0000 	1,420
Mar 28, 2024 	4.8000 	5.3000 	4.8000 	4.9000 	4.9000 	910
Mar 27, 2024 	5.2000 	5.3000 	4.9000 	4.9000 	4.9000 	890
Mar 26, 2024 	5.3000 	5.3000 	4.9000 	4.9000 	4.9000 	770
Mar 25, 2024 	5.3000 	5.4000 	4.7000 	5.0000 	5.0000 	1,440
Mar 22, 2024 	5.1000 	5.5000 	4.6000 	5.0000 	5.0000 	1,710
Mar 21, 2024 	5.5000 	5.5000 	5.1000 	5.2000 	5.2000 	1,310
Mar 20, 2024 	5.4000 	5.4000 	5.3000 	5.3000 	5.3000 	2,420
Mar 19, 2024 	5.3000 	5.3000 	5.1000 	5.1000 	5.1000 	2,840
Mar 18, 2024 	5.3000 	5.5000 	4.8000 	5.1000 	5.1000 	6,470
Mar 15, 2024 	5.8000 	5.8000 	4.2000 	4.2000 	4.2000 	2,170
Mar 14, 2024 	5.7000 	5.8000 	5.4000 	5.8000 	5.8000 	1,040
Mar 13, 2024 	5.8000 	5.8000 	5.0000 	5.4000 	5.4000 	2,500
Mar 12, 2024 	5.9000 	6.2000 	5.7000 	5.8000 	5.8000 	1,930
Mar 11, 2024 	5.7000 	6.2000 	5.5000 	6.1000 	6.1000 	8,110
Mar 8, 2024 	5.7000 	5.7000 	5.5000 	5.7000 	5.7000 	2,570
Mar 7, 2024 	5.6000 	5.7000 	5.4000 	5.7000 	5.7000 	2,530
Mar 6, 2024 	5.5000 	5.6000 	5.2000 	5.6000 	5.6000 	6,070
Mar 5, 2024 	5.0000 	5.4000 	5.0000 	5.2000 	5.2000 	5,160
Mar 4, 2024 	5.1000 	5.4000 	4.8000 	5.4000 	5.4000 	7,920
Mar 1, 2024 	5.1000 	5.2000 	5.0000 	5.0000 	5.0000 	7,660
Feb 29, 2024 	4.7000 	5.1000 	4.7000 	4.9000 	4.9000 	4,630
Feb 28, 2024 	4.6000 	5.0000 	4.4000 	4.9000 	4.9000 	10,540
Feb 27, 2024 	4.3000 	4.6000 	4.3000 	4.5000 	4.5000 	3,400
Feb 26, 2024 	4.2000 	4.4000 	4.2000 	4.2000 	4.2000 	1,640
Feb 23, 2024 	4.0000 	4.4000 	4.0000 	4.1000 	4.1000 	1,550
Feb 22, 2024 	4.4000 	4.4000 	4.1000 	4.2000 	4.2000 	1,800
